movie_name,movie_rate,genre1,genre2,genre3,genre4,genre5,genre6
性爱自修室 第一季 / Sex Education Season 1,9.2,Drama,Comedy,,,,
悬崖之上,7.4,Drama,Action,Mystery,,,
雪国列车 / 설국열차,7.6,Drama,Action,Sci-Fi,,,
雪花秘扇 / Snow Flower and the Secret Fan,5.8,Drama,History,,,,
血疫 第一季 / The Hot Zone Season 1,8.1,Drama,Thriller,,,,
寻梦环游记 / Coco,9.1,Comedy,Animation,Music,Fantasy,,
崖上的波妞 / 崖の上のポニョ,8.5,Animation,Fantasy,Adventure,,,
扬名立万,7.4,Drama,Comedy,Mystery,,,
阳光普照 / 陽光普照,8.6,Drama,Family,Crime,,,
阳光小美女 / Little Miss Sunshine,8.3,Drama,Comedy,Family,,,
阳台上,5.6,Drama,,,,,
妖猫传,6.9,Drama,Mystery,Fantasy,History,,
摇摇晃晃的人间,7.9,Documentary,Biography,,,,
一出好戏,7.1,Drama,Comedy,,,,
一个叫欧维的男人决定去死 / En man som heter Ove,8.9,Drama,,,,,
一秒钟,7.6,Drama,,,,,
一条狗的使命2 / A Dog's Journey,6.9,Drama,Comedy,Family,,,
一一,9.1,Drama,Romance,Family,,,
伊丽莎白 / Elizabeth,7.7,Drama,Romance,Biography,History,,
蚁人2：黄蜂女现身 / Ant-Man and the Wasp,7.3,Action,Sci-Fi,Adventure,,,
蚁人 / Ant-Man,7.7,Action,Sci-Fi,Adventure,,,
银河护卫队2 / Guardians of the Galaxy Vol. 2,8,Action,Sci-Fi,Adventure,,,
银河护卫队 / Guardians of the Galaxy,8.1,Action,Sci-Fi,Adventure,,,
隐秘的角落,8.8,Drama,Mystery,Crime,,,
隐入尘烟,8.4,Drama,,,,,
鹰眼 / Hawkeye,7.6,Action,Sci-Fi,Adventure,,,
萤火之森 / 蛍火の杜へ,8.9,Drama,Romance,Animation,Fantasy,,
影,7.2,Drama,Action,Action,History,,
,,,,,
,,,,,
幽灵公主 / もののけ姫,8.9,Animation,Fantasy,Adventure,,,
鱿鱼游戏 第一季 / 오징어 게임,7.7,Mystery,Thriller,,,,
云图 / Cloud Atlas,8.1,Drama,Sci-Fi,Mystery,,,
扎克·施奈德版正义联盟 / Zack Snyder's Justice League,8.1,Action,Sci-Fi,Fantasy,Adventure,,
战狼2,7.1,Action,War,,,,
战马 / War Horse,8.2,Drama,War,,,,
这个男人来自地球 / The Man from Earth,8.5,Drama,Sci-Fi,,,,
这个杀手不太冷 / Léon,9.4,Drama,Action,Crime,,,
真探 第一季 / True Detective Season 1,9.3,Drama,Mystery,Crime,,,
真相 / Truth,7.7,Drama,Biography,,,,
真相捕捉 第二季 / The Capture Season 2,9.4,Mystery,Thriller,Crime,,,
真相捕捉 第一季 / The Capture Season 1,8.9,Mystery,Thriller,,,,
拯救大兵瑞恩 / Saving Private Ryan,9.1,Drama,War,,,,
正义联盟 / Justice League,6.3,Action,Sci-Fi,Fantasy,Adventure,,
蜘蛛侠：平行宇宙 / Spider-Man: Into the Spider-Verse,8.6,Action,Sci-Fi,Animation,Adventure,,
蜘蛛侠：英雄归来 / Spider-Man: Homecoming,7.3,Action,Sci-Fi,Adventure,,,
蜘蛛侠：英雄远征 / Spider-Man: Far from Home,7.6,Action,Sci-Fi,Adventure,,,
指环王1：护戒使者 / The Lord of the Rings: The Fellowship of t...,9.1,Drama,Action,Fantasy,Adventure,,
指环王2：双塔奇兵 / The Lord of the Rings: The Two Towers,9.2,Drama,Action,Fantasy,Adventure,,
指环王3：王者无敌 / The Lord of the Rings: The Return of the King,9.3,Drama,Action,Fantasy,Adventure,,
至爱梵高·星空之谜 / Loving Vincent,8.5,Drama,Animation,Biography,,,
至暗时刻 / Darkest Hour,8.5,Drama,Biography,History,War,,
致命魔术 / The Prestige,8.9,Drama,Mystery,Thriller,,,
中国医生,9.2,Documentary,,,,,
忠犬八公的故事 / Hachi: A Dog's Tale,9.4,Drama,,,,,
重启人生 / ブラッシュアップライフ,9.4,Drama,Comedy,Fantasy,,,
重启人生 Another Story / ブラッシュアップライフ アナザーストー...,8.9,Drama,Comedy,Fantasy,,,
坠入 / The Fall,8.8,Drama,Comedy,Fantasy,Adventure,,
最后生还者 第一季 / The Last of Us Season 1,9.1,Drama,Action,Sci-Fi,Thriller,Horror,Adventure
人选之人：造浪者 / 人選之人—造浪者,9.2,Drama
未来岁月 / Years and Years,9.3,Drama,Sci-Fi,War,,,
行尸走肉 第一季 / The Walking Dead Season 1,8.1,Drama,Horror,Thriller,,,,
行尸走肉 第二季 / The Walking Dead Season 2,7.8,Drama,Horror,Thriller,,,,
行尸走肉 第三季 / The Walking Dead Season 3,8.3,Drama,Horror,Thriller,,,,
行尸走肉 第四季 / The Walking Dead Season 4,8.4,Drama,Horror,Thriller,,,,
行尸走肉 第五季 / The Walking Dead Season 5,8.5,Drama,Horror,Thriller,,,,
行尸走肉 第六季 / The Walking Dead Season 6,8.4,Drama,Horror,Thriller,,,,
v字仇杀队 / V for Vendetta,8.8,Drama,Action,Sci-Fi,Thriller,,
